,loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,repay_fail,credit_age_yrs
162,15000,36 months,16.49,7 years,MORTGAGE,91980,Not Verified,Jul-11,credit_card,953xx,CA,14.35,0,Jul-93,1,8,0,10923,0.975,29,0,18.06043956
163,9050,36 months,5.42,3 years,MORTGAGE,108000,Not Verified,Oct-10,debt_consolidation,701xx,LA,24.73,0,Jun-99,1,12,0,5315,0.377,42,0,11.37362637
164,5000,36 months,9.76,10+ years,MORTGAGE,38000,Not Verified,Mar-08,credit_card,800xx,CO,4.45,0,Nov-98,2,9,0,9877,0.606,19,0,9.362637363
165,15000,60 months,14.46,9 years,RENT,109000,Verified,Nov-10,debt_consolidation,900xx,CA,5.21,0,Jul-00,0,6,0,13844,0.74,16,0,10.37087912
166,7000,36 months,13.49,6 years,RENT,83000,Verified,Nov-11,home_improvement,303xx,GA,16.83,0,Jul-04,2,4,0,26109,0.967,17,0,7.35989011
167,18000,36 months,13.48,6 years,RENT,58000,Verified,May-10,educational,606xx,IL,8.69,0,Oct-03,2,6,0,3074,0.277,10,0,6.604395604
168,25000,36 months,13.06,6 years,MORTGAGE,168000,Verified,Feb-11,other,339xx,FL,8.53,0,Nov-88,2,9,0,546,0.025,20,0,22.32692308
169,12000,60 months,12.69,3 years,OWN,60000,Source Verified,Dec-11,debt_consolidation,967xx,HI,17.62,0,Sep-97,0,7,0,11082,0.693,12,0,14.2967033
170,4000,36 months,17.19,n/a,OWN,37200,Not Verified,Feb-10,home_improvement,354xx,AL,9.35,0,Apr-97,0,6,0,4598,0.575,14,1,12.88186813
171,5000,60 months,11.12,10+ years,MORTGAGE,36000,Source Verified,Oct-10,debt_consolidation,189xx,PA,17.6,0,Mar-87,2,23,0,3711,0.057,42,0,23.66758242
172,20000,36 months,14.84,4 years,MORTGAGE,170000,Verified,Sep-10,debt_consolidation,950xx,CA,7.41,0,Jun-91,1,17,0,38847,0.76,54,0,19.31868132
173,4800,36 months,6.39,4 years,RENT,56048,Not Verified,Aug-10,major_purchase,115xx,NY,16.55,0,Jul-99,2,10,0,5182,0.618,32,0,11.12362637
174,4000,36 months,14.17,1 year,RENT,30000,Not Verified,Mar-11,debt_consolidation,077xx,NJ,23.48,0,Mar-98,1,6,0,3221,0.732,9,0,13.04395604
175,5000,60 months,10.99,n/a,MORTGAGE,22992,Verified,Aug-11,other,256xx,WV,16.39,1,Mar-86,0,4,0,6201,0.188,9,0,25.50549451
176,8400,36 months,9.63,7 years,MORTGAGE,28800,Not Verified,Mar-11,car,296xx,SC,7.71,0,Jun-99,0,4,1,3955,0.293,12,0,11.78846154
177,24000,36 months,16.45,1 year,RENT,60000,Not Verified,Feb-10,debt_consolidation,112xx,NY,21.78,0,Nov-01,0,8,0,35819,0.958,8,0,8.28021978
178,14500,36 months,13.98,< 1 year,RENT,45600,Not Verified,Jul-10,debt_consolidation,980xx,WA,24.68,0,Jul-88,0,13,0,14528,0.541,17,0,22.07417582
179,3500,36 months,7.29,1 year,RENT,74400,Not Verified,Apr-11,car,908xx,CA,13.65,0,May-04,1,6,0,1117,0.223,12,0,6.93956044
180,5000,36 months,13.99,10+ years,RENT,65000,Verified,Aug-11,debt_consolidation,194xx,PA,22.06,0,Jan-04,2,4,0,0,0,12,0,7.607142857
181,3600,36 months,8.94,< 1 year,RENT,25000,Not Verified,Jan-10,medical,060xx,CT,16.56,0,Nov-03,1,10,0,402,0.019,12,0,6.18956044
182,2800,36 months,14.22,3 years,RENT,21168,Not Verified,Apr-10,major_purchase,720xx,AR,19.9,0,Sep-06,1,12,0,1779,0.27,15,0,3.593406593
183,5000,36 months,6.03,5 years,RENT,1.00E+05,Not Verified,Nov-11,debt_consolidation,941xx,CA,2.4,0,Aug-96,0,8,0,2930,0.146,12,0,15.3021978
184,6000,36 months,6.17,10+ years,MORTGAGE,81000,Verified,Nov-10,other,750xx,TX,8.07,0,Apr-92,0,16,0,20839,0.391,45,0,18.64835165
185,1200,36 months,10.99,4 years,OWN,26000,Not Verified,Feb-10,home_improvement,368xx,AL,10.71,0,May-01,1,8,0,8797,0.419,17,0,8.785714286
186,6000,36 months,5.42,10+ years,RENT,55000,Not Verified,Jan-11,debt_consolidation,080xx,NJ,16.36,0,Aug-98,0,5,0,4516,0.186,15,0,12.46153846
187,6000,36 months,11.97,10+ years,RENT,58800,Not Verified,Feb-08,debt_consolidation,322xx,FL,6,1,Jan-96,0,4,0,3831,0.342,6,1,12.12637363
188,9600,60 months,10.99,7 years,MORTGAGE,92000,Verified,Aug-11,car,550xx,MN,22.93,0,Jan-99,1,12,0,4409,0.204,30,0,12.62362637
189,3000,36 months,13.61,< 1 year,RENT,65004,Not Verified,Aug-10,debt_consolidation,115xx,NY,3.71,0,Jun-97,0,8,1,4509,0.934,17,0,13.21153846
190,12000,60 months,14.79,< 1 year,RENT,65000,Source Verified,Sep-11,wedding,606xx,IL,24.74,0,Dec-98,2,11,0,33049,0.682,24,0,12.79395604
191,11000,36 months,10.59,3 years,MORTGAGE,42000,Not Verified,Aug-11,small_business,027xx,MA,14.94,0,Dec-99,0,5,0,477,0.039,28,1,11.70604396
192,9000,36 months,10.99,5 years,RENT,51000,Verified,Jun-11,debt_consolidation,986xx,WA,19.93,0,Nov-04,0,13,0,11209,0.719,19,0,6.601648352
193,2400,36 months,10.59,< 1 year,OWN,19200,Source Verified,Aug-11,major_purchase,926xx,CA,0.63,0,Feb-08,0,3,0,174,0.087,4,0,3.508241758
194,7200,36 months,10.59,10+ years,MORTGAGE,43000,Not Verified,Jul-11,wedding,750xx,TX,14.08,0,Feb-94,0,6,0,4798,0.403,14,0,17.46978022
195,12800,36 months,13.49,10+ years,OWN,80000,Not Verified,Nov-11,credit_card,783xx,TX,18.43,1,Oct-93,1,6,0,13412,0.695,16,0,18.1456044
196,7500,60 months,11.12,5 years,MORTGAGE,57000,Not Verified,Sep-10,home_improvement,060xx,CT,4.65,0,May-01,1,4,0,1261,0.42,12,1,9.368131868
197,8000,36 months,6.99,10+ years,MORTGAGE,45000,Not Verified,Sep-11,home_improvement,443xx,OH,4.32,0,Sep-92,1,8,0,4574,0.221,24,0,19.06318681
198,12000,60 months,15.7,10+ years,MORTGAGE,50376,Not Verified,May-10,debt_consolidation,907xx,CA,11.1,0,Mar-88,0,5,0,20613,0.982,17,0,22.24175824
199,10000,36 months,12.73,10+ years,MORTGAGE,120000,Verified,Mar-10,debt_consolidation,074xx,NJ,17.4,1,Mar-84,0,8,0,29476,0.576,20,0,26.08791209
200,4000,36 months,10.08,6 years,RENT,32400,Not Verified,Feb-08,home_improvement,189xx,PA,16.26,0,Nov-03,1,6,0,2352,0.273,10,0,4.266483516
201,6000,36 months,7.51,4 years,RENT,30000,Verified,Jul-10,debt_consolidation,701xx,LA,6.12,0,Feb-96,0,12,0,1812,0.13,14,0,14.46153846
202,15000,60 months,18.79,2 years,MORTGAGE,98500,Verified,Jun-11,debt_consolidation,211xx,MD,23.81,0,Aug-00,1,13,0,17083,0.842,28,0,10.86813187
203,11200,60 months,14.17,< 1 year,OWN,25800,Verified,Apr-11,debt_consolidation,758xx,TX,17.77,0,Jun-98,3,10,0,4655,0.435,19,0,12.87637363
204,12000,36 months,11.11,10+ years,MORTGAGE,125000,Verified,Feb-11,home_improvement,141xx,NY,12.49,4,Nov-87,2,11,0,8995,0.269,37,0,23.33241758
205,8750,36 months,12.72,7 years,MORTGAGE,86610,Verified,Nov-08,credit_card,300xx,GA,20.12,0,Mar-01,1,22,0,25965,0.525,49,0,7.697802198
206,6000,36 months,5.79,10+ years,MORTGAGE,154000,Verified,Apr-11,major_purchase,928xx,CA,1.68,0,May-80,1,9,0,277,0.008,45,0,31.02197802
207,25000,60 months,13.23,1 year,RENT,68500,Source Verified,Oct-10,major_purchase,115xx,NY,4.08,0,Jun-03,1,9,0,11667,0.188,11,0,7.35989011
208,14400,36 months,13.92,4 years,MORTGAGE,75000,Not Verified,Jan-10,debt_consolidation,030xx,NH,16.24,0,Sep-98,3,11,0,9950,0.589,30,0,11.37362637
209,12000,36 months,14.38,2 years,MORTGAGE,1.00E+05,Not Verified,Dec-07,small_business,142xx,NY,11.4,0,Oct-87,15,17,0,37367,0.665,38,0,20.23626374
210,3600,60 months,17.93,2 years,RENT,15000,Verified,Jun-10,debt_consolidation,927xx,CA,1.28,0,Mar-07,3,2,0,463,0.356,3,1,3.263736264
211,15000,60 months,17.14,10+ years,OWN,41676,Verified,May-11,major_purchase,290xx,SC,1.3,0,Mar-90,0,2,0,3053,0.213,10,0,21.23901099
212,8000,60 months,14.46,6 years,RENT,49000,Verified,Dec-10,debt_consolidation,985xx,WA,17.95,0,Sep-98,2,10,0,6945,0.565,11,0,12.29120879
213,8000,36 months,11.99,10+ years,MORTGAGE,82000,Verified,Jun-11,debt_consolidation,331xx,FL,24.41,0,Jul-97,3,19,0,14223,0.399,32,0,13.96428571
214,20000,36 months,6.54,< 1 year,MORTGAGE,109000,Verified,Jan-11,home_improvement,325xx,FL,8.19,0,Jul-94,2,11,0,7022,0.133,33,0,16.56043956
215,6000,36 months,6.62,1 year,MORTGAGE,82531.8,Not Verified,Oct-11,debt_consolidation,030xx,NH,20.02,0,Mar-94,1,14,0,20485,0.601,58,0,17.6456044
216,10000,36 months,5.42,10+ years,MORTGAGE,150000,Verified,Sep-11,major_purchase,103xx,NY,12.25,0,Jul-98,0,11,0,116063,0.323,22,0,13.21428571
217,25000,60 months,17.56,3 years,MORTGAGE,65004,Source Verified,Jul-10,debt_consolidation,211xx,MD,10.15,0,Jan-99,1,7,0,19633,0.716,23,0,11.53571429
218,8000,36 months,11.71,2 years,RENT,115000,Verified,Dec-11,credit_card,945xx,CA,2.07,0,Jun-89,2,7,0,11577,0.762,12,0,22.57692308
219,5400,36 months,7.88,5 years,MORTGAGE,78000,Not Verified,Apr-10,debt_consolidation,641xx,MO,11.86,0,Dec-98,0,13,0,23947,0.452,19,0,11.37087912
220,10000,36 months,7.14,10+ years,MORTGAGE,47091,Not Verified,Apr-10,debt_consolidation,731xx,OK,14.35,0,Jan-92,1,10,0,3018,0.088,32,0,18.31043956
221,10000,60 months,15.95,4 years,MORTGAGE,117000,Source Verified,Nov-10,other,297xx,SC,5.61,0,Feb-91,2,8,0,2869,0.276,21,0,19.81593407
222,12000,36 months,5.79,10+ years,RENT,80000,Verified,Feb-11,debt_consolidation,331xx,FL,4.18,0,Aug-85,0,8,0,15030,0.196,30,0,25.59065934
223,3000,36 months,11.86,3 years,RENT,35500,Not Verified,Sep-10,other,917xx,CA,23.43,0,Jun-04,1,13,0,7305,0.777,21,0,6.271978022
224,10000,36 months,7.49,10+ years,OWN,141000,Not Verified,Jul-11,home_improvement,020xx,MA,4.06,0,May-95,3,5,0,0,0,9,0,16.22252747
225,2250,36 months,5.42,n/a,RENT,52500,Not Verified,Mar-11,debt_consolidation,945xx,CA,16.43,0,Apr-92,0,9,0,4425,0.36,25,0,18.97802198
226,8000,36 months,10.59,4 years,MORTGAGE,50000,Not Verified,Jul-11,other,028xx,RI,3.89,0,Dec-96,3,3,0,4693,0.313,12,0,14.62912088
227,18000,36 months,10.59,8 years,RENT,80000,Not Verified,Aug-11,debt_consolidation,100xx,NY,7.15,0,Jan-00,0,6,0,26508,0.63,18,0,11.62087912
228,12000,36 months,13.16,10+ years,MORTGAGE,78996,Not Verified,Feb-09,other,799xx,TX,17.96,2,Apr-00,1,11,0,754,0.095,25,0,8.868131868
229,1000,36 months,9.99,3 years,MORTGAGE,35138.4,Source Verified,May-11,home_improvement,815xx,CO,15.03,0,Oct-02,1,7,0,24931,0.837,26,0,8.60989011
230,25000,36 months,16.32,10+ years,OWN,95000,Not Verified,Oct-10,wedding,018xx,MA,21.66,0,Sep-87,1,7,0,11339,0.945,19,0,23.16208791
231,8675,60 months,16.32,< 1 year,MORTGAGE,40000,Verified,Sep-10,credit_card,054xx,VT,12.96,0,Mar-92,1,3,0,9241,0.963,28,0,18.56593407
232,12000,36 months,17.88,2 years,MORTGAGE,57600,Verified,Feb-11,small_business,853xx,AZ,18.52,0,Jan-98,3,18,0,10639,0.628,30,1,13.12912088
233,6000,36 months,7.88,4 years,RENT,90000,Not Verified,May-10,debt_consolidation,193xx,PA,15.33,0,Oct-83,5,13,0,8453,0.215,32,0,26.67307692
234,8000,36 months,11.36,1 year,RENT,58000,Not Verified,Apr-10,debt_consolidation,700xx,LA,13.1,0,Jun-99,0,3,0,2856,0.539,10,0,10.87087912
235,12000,36 months,7.88,10+ years,RENT,55500,Verified,Jul-10,major_purchase,432xx,OH,0,0,Oct-98,1,5,0,0,0,15,0,11.78846154
236,1500,36 months,6.03,10+ years,RENT,50400,Source Verified,Sep-11,other,214xx,MD,12.33,0,Jul-97,0,15,0,1690,0.056,30,0,14.21703297
237,16800,60 months,15.57,10+ years,MORTGAGE,123531.24,Not Verified,Nov-10,debt_consolidation,207xx,MD,18.87,0,Sep-85,0,14,0,112875,0.806,45,1,25.25274725
238,22000,36 months,21.64,2 years,RENT,125004,Verified,Sep-10,debt_consolidation,941xx,CA,14.13,0,Jan-95,5,9,0,20098,0.985,29,0,15.71978022
239,12000,36 months,6.03,10+ years,MORTGAGE,99000,Source Verified,Sep-11,house,446xx,OH,2.21,0,May-80,0,9,0,8052,0.189,25,0,31.44230769
240,3500,36 months,12.99,1 year,MORTGAGE,60000,Verified,Jun-11,major_purchase,301xx,GA,10.04,0,Apr-97,0,4,0,1248,0.198,11,0,14.21428571
241,1875,36 months,13.49,1 year,RENT,14400,Source Verified,Oct-11,credit_card,112xx,NY,18.83,1,Nov-99,2,8,0,5342,0.486,23,0,11.95604396
242,12000,36 months,10.37,< 1 year,RENT,63000,Source Verified,Mar-11,debt_consolidation,152xx,PA,9.66,0,Feb-87,0,9,0,18550,0.459,25,0,24.15934066
243,15000,36 months,13.11,8 years,MORTGAGE,233000,Not Verified,Apr-10,home_improvement,900xx,CA,3.65,1,Jan-05,0,4,0,191315,0.029,13,0,5.263736264
244,10750,60 months,15.23,10+ years,RENT,36960,Source Verified,May-11,car,945xx,CA,18.44,0,Feb-96,2,11,0,7765,0.761,28,0,15.2967033
245,1000,36 months,13.49,< 1 year,RENT,18000,Verified,Sep-11,medical,718xx,AR,17.6,0,Apr-00,1,6,1,1411,0.186,20,1,11.45604396
246,2000,60 months,10.99,3 years,RENT,16000,Not Verified,May-11,other,322xx,FL,23.18,0,Oct-04,0,6,0,2948,0.536,8,0,6.601648352
247,10000,36 months,8.94,10+ years,MORTGAGE,88000,Not Verified,Jan-10,credit_card,080xx,NJ,15.35,0,Oct-90,1,9,0,19490,0.565,29,0,19.31868132
248,12000,36 months,8.49,9 years,MORTGAGE,97000,Verified,May-11,debt_consolidation,142xx,NY,13.29,0,Dec-98,0,18,0,24572,0.33,55,0,12.45604396
249,25000,36 months,11.83,< 1 year,OWN,250000,Verified,Oct-09,debt_consolidation,207xx,MD,15.7,0,Jul-90,0,19,0,290341,0.38,42,0,19.31868132
250,24800,36 months,12.53,8 years,MORTGAGE,87000,Not Verified,Dec-09,debt_consolidation,161xx,PA,5.9,0,Mar-90,0,5,0,0,0,21,0,19.82142857
251,7200,60 months,17.27,5 years,RENT,103000,Source Verified,Dec-11,debt_consolidation,113xx,NY,10.53,0,Oct-02,1,11,0,8547,0.638,21,0,9.197802198
252,8000,36 months,10.74,5 years,MORTGAGE,40000,Source Verified,Jan-11,debt_consolidation,021xx,MA,13.02,0,Mar-97,1,9,0,15702,0.368,24,0,13.88461538
253,4500,36 months,6.62,4 years,RENT,70000,Not Verified,Sep-11,credit_card,088xx,NJ,24.36,0,Sep-97,0,12,0,18914,0.277,24,0,14.0467033
254,2200,36 months,7.49,10+ years,MORTGAGE,45000,Not Verified,Sep-11,credit_card,923xx,CA,10.98,0,May-95,0,9,1,6434,0.328,15,1,16.39285714
255,10000,36 months,10.59,2 years,MORTGAGE,63000,Not Verified,Jun-11,credit_card,357xx,AL,14.7,0,Aug-03,0,10,0,7194,0.679,20,0,7.85989011
256,7500,60 months,14.79,7 years,RENT,25000,Verified,Aug-11,credit_card,891xx,NV,14.69,0,Dec-99,1,11,0,6595,0.449,20,1,11.70604396
257,17000,36 months,12.87,2 years,RENT,41400,Not Verified,Dec-09,other,950xx,CA,18.03,0,May-01,0,4,0,3629,0.825,15,0,8.615384615
258,18000,60 months,11.49,5 years,RENT,43264,Source Verified,Jul-10,debt_consolidation,921xx,CA,18.42,0,Dec-98,0,6,0,13659,0.767,13,0,11.62087912
259,15000,60 months,11.11,4 years,MORTGAGE,44300,Source Verified,Feb-11,credit_card,554xx,MN,17.31,0,Jul-00,0,7,0,16309,0.792,18,0,10.62362637
260,15000,36 months,13.57,6 years,MORTGAGE,156000,Not Verified,Jan-10,home_improvement,945xx,CA,8.88,0,Oct-00,1,6,0,92755,0.492,14,0,9.282967033
261,9500,36 months,11.99,3 years,MORTGAGE,35004,Not Verified,Jul-11,debt_consolidation,563xx,MN,11.28,0,Nov-07,2,9,0,9,0.001,16,0,3.675824176
262,18000,60 months,12.99,3 years,MORTGAGE,60000,Not Verified,Jun-11,debt_consolidation,333xx,FL,19.66,0,Sep-02,0,9,0,22107,0.482,23,1,8.777472527
263,5500,36 months,8.49,n/a,MORTGAGE,36780,Not Verified,May-11,car,805xx,CO,16.54,0,Aug-79,2,8,0,8926,0.498,27,1,31.85714286
264,9600,36 months,11.03,4 years,MORTGAGE,62892,Not Verified,Apr-08,debt_consolidation,760xx,TX,21.83,0,Dec-93,2,14,0,12025,0.372,21,0,14.38186813
265,13050,36 months,11.48,2 years,RENT,63000,Verified,Oct-09,debt_consolidation,070xx,NJ,13.33,0,May-01,0,8,0,13046,0.652,16,0,8.447802198
266,6000,60 months,13.23,5 years,OWN,67000,Source Verified,Jun-10,car,945xx,CA,18.56,0,Feb-01,0,18,0,30727,0.658,33,0,9.35989011
267,16000,60 months,17.99,10+ years,RENT,75000,Source Verified,Aug-11,debt_consolidation,604xx,IL,21.22,0,Jan-98,2,11,0,7666,0.576,54,0,13.62637363
268,8400,60 months,17.19,7 years,OWN,48000,Not Verified,Jul-10,major_purchase,190xx,PA,17.18,1,Nov-01,5,10,0,4362,0.49,25,1,8.692307692
269,17000,60 months,17.14,10+ years,RENT,62000,Source Verified,Feb-11,debt_consolidation,080xx,NJ,14.63,0,Sep-96,3,14,0,16339,0.756,26,1,14.46703297
270,3400,36 months,6.92,< 1 year,RENT,40000,Not Verified,Apr-11,credit_card,897xx,NV,7.29,0,Feb-01,1,5,0,53,0.003,14,0,10.19505495
271,4025,36 months,7.49,10+ years,MORTGAGE,106000,Not Verified,Aug-11,home_improvement,921xx,CA,15.44,1,Apr-98,5,7,0,656,0.05,13,0,13.37912088
272,30000,36 months,9.91,7 years,MORTGAGE,110000,Verified,Nov-11,debt_consolidation,700xx,LA,23.64,0,Aug-93,1,17,0,110856,0.434,47,0,18.31318681
273,4200,36 months,7.49,1 year,OWN,21600,Source Verified,Aug-11,debt_consolidation,922xx,CA,8.61,0,May-04,0,4,0,2718,0.566,10,0,7.274725275
274,12000,36 months,6.17,4 years,RENT,38001.6,Source Verified,Jan-11,debt_consolidation,167xx,PA,14.05,0,Sep-02,0,9,0,5051,0.401,21,0,8.362637363
275,4600,36 months,15.68,10+ years,RENT,75000,Not Verified,May-09,other,606xx,IL,8,0,Aug-89,4,21,1,6909,0.292,53,1,19.81593407
276,23500,60 months,16.82,10+ years,MORTGAGE,112000,Verified,Sep-10,debt_consolidation,640xx,MO,18.16,0,Nov-72,0,9,1,16141,0.828,20,0,37.96153846
277,20000,36 months,14.27,10+ years,MORTGAGE,70000,Verified,Dec-11,credit_card,770xx,TX,6.21,0,Sep-01,1,6,0,12377,0.89,14,0,10.28296703
278,15000,36 months,12.84,6 years,MORTGAGE,70400,Not Verified,Feb-09,educational,063xx,CT,11.42,0,Aug-95,1,17,0,27576,0.737,38,0,13.5521978
279,12000,60 months,15.58,2 years,RENT,55000,Verified,Sep-10,major_purchase,330xx,FL,7.35,0,Feb-84,1,3,0,5682,0.947,5,0,26.67307692
280,6000,36 months,8.88,n/a,RENT,23000,Verified,Dec-10,major_purchase,850xx,AZ,1.41,0,May-06,0,5,0,929,0.083,7,0,4.601648352
281,17400,36 months,16.07,8 years,MORTGAGE,1.00E+05,Not Verified,Feb-10,debt_consolidation,077xx,NJ,9.9,0,Oct-88,2,17,0,12487,0.722,56,0,21.40934066
282,10000,36 months,6.03,9 years,MORTGAGE,80000,Not Verified,Dec-11,debt_consolidation,027xx,MA,12.99,0,Sep-87,0,7,0,27644,0.452,17,0,24.33241758
283,20000,36 months,12.68,7 years,RENT,62400,Verified,Jan-11,debt_consolidation,967xx,HI,22,0,Jul-03,0,12,0,15646,0.604,26,0,7.53021978
284,15000,36 months,11.58,7 years,MORTGAGE,69000,Not Verified,Jan-09,credit_card,481xx,MI,21.86,1,Mar-93,0,15,0,22359,0.25,39,0,15.89285714
285,19750,36 months,11.14,6 years,RENT,30000,Not Verified,Oct-09,debt_consolidation,604xx,IL,2,0,Jan-95,1,8,0,5162,0.179,23,0,14.79945055
286,6000,36 months,7.9,n/a,MORTGAGE,66000,Source Verified,Nov-11,other,282xx,NC,21.24,0,Jun-75,0,24,0,18723,0.231,54,0,36.54395604
287,11200,60 months,16.89,3 years,MORTGAGE,69996,Not Verified,May-11,home_improvement,105xx,NY,5.01,4,Aug-02,0,8,0,3010,0.627,21,0,8.777472527
288,25000,36 months,16.07,7 years,MORTGAGE,182004,Verified,May-10,home_improvement,189xx,PA,14.03,0,Jul-95,0,11,0,2036,0.075,33,0,14.88461538
289,5000,36 months,8.59,9 years,MORTGAGE,59520,Not Verified,Nov-09,vacation,014xx,MA,20.32,0,Dec-98,0,8,0,6673,0.324,17,0,10.95604396
290,2500,36 months,7.66,n/a,MORTGAGE,103000,Verified,Apr-11,other,481xx,MI,20.96,0,Nov-91,1,4,0,0,0.2192,35,0,19.48076923
291,25000,36 months,8.49,7 years,RENT,150000,Source Verified,Aug-11,major_purchase,950xx,CA,6,0,Dec-96,0,6,0,16091,0.389,30,0,14.71428571
292,14000,60 months,17.27,1 year,RENT,52000,Not Verified,Dec-11,car,286xx,NC,5.35,0,Aug-99,1,4,1,8555,0.75,8,1,12.37637363
293,10000,36 months,7.66,10+ years,OWN,64000,Verified,Feb-11,debt_consolidation,432xx,OH,18.19,1,Mar-92,1,7,1,708,0.103,18,0,18.98626374
294,13200,60 months,10.99,10+ years,RENT,42000,Source Verified,May-11,debt_consolidation,085xx,NJ,7.31,0,Nov-00,0,8,0,14143,0.296,16,0,10.53021978
295,3200,36 months,9.63,10+ years,RENT,38000,Verified,Dec-08,credit_card,321xx,FL,11.27,0,Feb-88,2,14,0,7572,0.171,25,0,20.90384615
296,10000,36 months,9.91,10+ years,RENT,107000,Verified,Nov-11,debt_consolidation,914xx,CA,8.22,0,Dec-00,1,6,0,8543,0.497,22,0,10.9532967
297,6000,60 months,12.68,10+ years,MORTGAGE,43000,Not Verified,Apr-11,credit_card,124xx,NY,12.64,0,Nov-90,0,25,0,29989,0.231,41,0,20.48351648
298,26000,36 months,10.99,5 years,RENT,52000,Verified,Aug-11,credit_card,563xx,MN,15.16,0,Nov-96,0,8,0,25913,0.63,22,0,14.7967033
299,3000,36 months,19.03,3 years,RENT,24000,Source Verified,Sep-11,other,112xx,NY,13.25,0,Aug-06,0,2,0,3949,0.987,4,1,5.101648352
300,3700,36 months,9.32,3 years,OWN,15000,Not Verified,Jul-09,house,160xx,PA,5.52,0,Nov-02,0,11,0,0,0,16,0,6.686813187
301,4000,36 months,13.49,10+ years,OWN,107000,Not Verified,May-11,credit_card,326xx,FL,2.09,1,Jul-84,1,9,0,2840,0.2,42,0,26.92307692
302,2075,36 months,17.58,1 year,RENT,20000,Not Verified,Apr-09,debt_consolidation,779xx,TX,18.36,0,Jul-07,4,6,0,661,0.441,10,1,1.758241758
303,15000,36 months,13.92,10+ years,MORTGAGE,102058,Verified,Nov-09,home_improvement,206xx,MD,13.1,0,Apr-78,1,16,0,8785,0.374,24,0,31.69505495
304,2400,36 months,12.49,< 1 year,MORTGAGE,41380,Not Verified,Dec-07,home_improvement,219xx,MD,20.56,0,Mar-02,5,10,0,18749,0.83,17,1,5.771978022
305,12000,60 months,17.27,2 years,RENT,36048,Not Verified,Dec-11,debt_consolidation,597xx,MT,20.51,1,Nov-03,1,10,0,7113,0.195,18,0,8.10989011
306,6800,36 months,6.03,10+ years,MORTGAGE,45000,Source Verified,Sep-11,debt_consolidation,651xx,MO,17.79,0,Dec-85,0,8,0,3188,0.358,25,0,25.83791209
307,15000,36 months,13.48,6 years,RENT,28896,Not Verified,Apr-10,debt_consolidation,129xx,NY,6.73,0,Jul-97,2,4,1,3566,0.44,19,0,12.79395604
308,5000,36 months,8.88,2 years,RENT,72467,Source Verified,Dec-10,major_purchase,200xx,DC,15.27,1,Oct-99,0,11,0,2006,0.191,24,0,11.20604396
309,15850,60 months,18.64,2 years,MORTGAGE,43000,Verified,Oct-11,other,775xx,TX,23.44,0,Jan-97,2,9,0,5049,0.485,12,0,14.7967033
310,25000,60 months,10.36,10+ years,RENT,108000,Verified,Nov-10,debt_consolidation,100xx,NY,21.38,0,Aug-86,0,16,0,61601,0.44,24,0,24.33516484
311,7000,36 months,14.91,1 year,RENT,32000,Not Verified,Apr-11,debt_consolidation,921xx,CA,8.93,0,Jun-04,0,4,0,3844,0.961,11,0,6.854395604
312,3000,36 months,10.65,4 years,RENT,40000,Not Verified,Dec-11,debt_consolidation,853xx,AZ,8.58,0,Nov-94,2,6,0,1476,0.738,28,1,17.14010989
313,5000,36 months,13.92,< 1 year,MORTGAGE,118000,Not Verified,Dec-09,debt_consolidation,160xx,PA,21.98,0,Aug-90,3,12,0,53860,0.863,30,0,19.4010989
314,10000,60 months,12.98,10+ years,RENT,68640,Not Verified,Nov-10,debt_consolidation,951xx,CA,13.13,0,Jun-86,1,7,0,26166,0.852,27,0,24.50274725
315,16000,60 months,14.17,8 years,RENT,50000,Source Verified,Feb-11,debt_consolidation,306xx,GA,20.81,0,Jul-84,2,7,0,10899,0.509,14,0,26.67857143
316,10000,36 months,13.57,3 years,RENT,46585,Source Verified,Oct-09,debt_consolidation,900xx,CA,21.17,0,Feb-98,0,15,0,9114,0.57,22,0,11.7032967
317,18000,36 months,7.51,7 years,MORTGAGE,115000,Verified,Oct-11,credit_card,923xx,CA,15.99,0,Mar-87,0,14,0,36036,0.548,38,0,24.67032967
318,6000,60 months,10.74,8 years,MORTGAGE,44000,Source Verified,Feb-11,medical,443xx,OH,6.41,0,Sep-97,2,4,0,275,0.017,12,0,13.46428571
319,12900,36 months,12.99,9 years,MORTGAGE,180000,Not Verified,Jun-11,credit_card,770xx,TX,16.03,0,Oct-91,3,17,0,137661,0.832,49,0,19.73351648
320,12000,36 months,18.61,2 years,MORTGAGE,110000,Not Verified,Mar-08,debt_consolidation,875xx,NM,28.21,0,Mar-84,1,27,0,88391,0.899,52,0,24.08241758
321,6000,60 months,11.99,< 1 year,OWN,25200,Source Verified,May-11,car,074xx,NJ,24.76,0,Jun-06,0,4,0,1266,0.309,7,0,4.931318681
322,2200,36 months,11.72,6 years,RENT,39270,Not Verified,Jan-08,other,146xx,NY,17.2,1,Feb-04,0,4,0,4863,0.695,6,0,3.928571429
323,17500,36 months,7.9,10+ years,MORTGAGE,40000,Source Verified,Dec-11,credit_card,326xx,FL,11.43,0,Jun-81,0,4,0,16869,0.629,15,0,30.6043956
